N,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
1500,20.4624,0.60109997,213.9,12.5,3.8,4.0,6291.3,5.1,1223.0,1211.7,225.0177,1198.0,0.3543,1198.0,135.284,170.8355,Optimal,1198.0,0.7671867,0.79960006
