N-M-C,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
840-70-12,0.3223,0.1325,195.2,5.2,1.7,1.6,2103.7,3.6,485.6,478.8,84.4114,477.7,0.0015,477.4,27.502872,35.969997,Optimal,477.4,0.05385722,0.0583
