N,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
2000,51.9903,1.4101999,267.3,11.1,4.7,4.3,8831.6,5.2,1650.0,1756.6,226.6451,1633.0,2.624,1637.0,380.62167,448.71844,TimeOut,1632.9,1.3364273,1.3725001
