N,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
500,0.8504,0.10239999,92.8,5.7,2.8,2.8,1668.4,6.4,354.8,346.2,112.043,346.0,0.1455,345.8,4.0960903,5.3898,Optimal,345.8,0.039448638,0.078200005
