N,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
1000,6.4196,0.3348,150.0,12.1,3.8,3.1,3782.9,5.7,778.3,756.8,191.0708,755.8,0.9434,755.8,33.26611,43.742096,Optimal,755.8,0.28662992,0.30729997
