N-C,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
100-3,0.0764,0.041599996,69.3,5.8,2.2,2.8,677.6,6.8,162.9,154.3,23.5278,154.3,0.0054,154.3,1.0112648,1.4013,Optimal,154.3,0.010876654,0.020699998
