N-C,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
500-10,2.383,3.0454998,879.3,14.2,2.6,2.6,16424.5,4.8,3504.2,4183.7,109.4621,3476.9,0.1352,127262.6,309.3139,620.17126,TimeOut,3476.9,3.1377177,3.1931999
