N-C,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
300-5,0.5292,0.43240005,302.6,9.0,3.2,3.1,4478.9,5.1,984.1,986.5,143.0783,972.2,0.6307,972.1,170.28336,219.97139,Optimal,972.1,0.3254325,0.3363
