N-M-C,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
280-40-7,0.0827,0.050300002,63.2,2.6,1.8,1.8,543.0,4.9,131.3,127.3,4.6409,127.5,4.0E-4,127.2,0.8007299,1.0919001,Optimal,127.2,0.006479746,0.011400001
