N-M-C,PP1,PP2,|V|,|B|,R_up,R_down,Pairs,Pairs_reduced,b_ub,b_LS,LS_time,b_LS_bis,LS_time_bis,b_CP,CP_time_find,CP_time_total,CP_status,b_CP_bis,CP_time_bis_find,CP_time_bis_total
500-63-8,0.2206,0.1073,130.2,6.3,3.0,2.2,1293.9,5.2,297.1,289.1,76.9481,289.1,0.0617,289.1,5.9747844,8.421,Optimal,289.1,0.036619868,0.041899998
